species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,basisOfRecord,depth
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62556,-1.282142,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62556,-1.282142,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.456833,-66.054,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.272833,-66.495333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.272833,-66.495333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.272833,-66.495333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.272833,-66.495333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.272833,-66.495333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.272833,-66.495333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,41.456833,-66.054,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.146,-66.9475,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.272833,-66.495333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.146,-66.9475,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.272833,-66.495333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.272833,-66.495333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,51.85,4,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.016178,12.649788,50,HUMAN_OBSERVATION,NA
Petromyzon marinus,51.95,4.95,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.476866,12.115911,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.495687,12.170375,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.064616,12.662419,20,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.43632,-79.89869,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.292681,-89.733798,21,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.292488,-89.73372,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.055735,-86.464267,9073,HUMAN_OBSERVATION,NA
Petromyzon marinus,25.912303,-81.72915,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,45.636057,-84.479614,NA,PRESERVED_SPECIMEN,3
Petromyzon marinus,56.863317,12.597417,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.026397,12.332719,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.900334,12.516568,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.449521,13.075455,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.572071,12.976533,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.441438,13.007848,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.551042,12.189752,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.135426,12.273709,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.544718,12.10037,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.465971,13.092173,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.863317,12.597417,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.400895,13.076982,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.774823,12.977646,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.064616,12.662419,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.664123,12.919759,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.664123,12.919759,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.065416,12.660963,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.544718,12.10037,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.503058,12.211518,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.756794,12.963202,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.065416,12.660963,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.462925,12.106613,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.321998,12.211725,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.293628,12.391352,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.84867,-79.05554,NA,PRESERVED_SPECIMEN,NA
Petromyzon marinus,44.58279,-0.96967,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.433858,-8.651375,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,52.982668,-4.16128,7071.1,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.258396,12.333123,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.063321,12.660173,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.258396,12.333123,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.258984,12.332405,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.89215,2.13014,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.62519,2.80023,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.617,1.60208,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.9535,-65.7595,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.9535,-65.7595,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.621883,-88.616427,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.495002,12.159479,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.641284,12.908216,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.6392,12.193714,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.572071,12.976533,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.541416,12.145744,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.6392,12.193714,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.641284,12.908216,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.653493,12.914172,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.653493,12.914172,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.667836,12.921349,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.6392,12.193714,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.572071,12.976533,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.495002,12.159479,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.667836,12.921349,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.72764,-1.01237,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.60544,-3.7221,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,49.17199,-1.18414,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.92437,-0.48107,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,46.99518,3.06585,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,49.10793,-0.35633,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,49.26177,-1.19141,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.83756,-3.393336,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.301109,-79.790558,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.254587,12.334219,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.864466,12.592117,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.864466,12.592117,5,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.254587,12.334219,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.6408,-1.25981,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.72299,-1.14814,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.76921,-1.03752,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.67934,-1.03119,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.04415,-4.05477,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.23362,0.28985,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.7182,-1.28388,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.89568,-3.49773,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.72299,-1.14814,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.58948,-1.02487,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.3489,-1.52415,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.903,-3.36435,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.30561,-1.3751,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,46.542545,-84.471657,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.14364,0.29437,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.37955,-0.9114,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.6026,-0.6539,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.78237,-0.6654,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.41171,-0.70619,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,43.30561,-1.3751,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.39995,-0.24928,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.58279,-0.96967,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,50.933515,-1.485887,0.7,HUMAN_OBSERVATION,NA
Petromyzon marinus,50.933327,-1.486074,0.7,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62801,-1.276286,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.63886,-1.163738,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.64466,-1.247378,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.62556,-1.282142,10,HUMAN_OBSERVATION,NA
Petromyzon marinus,52.1,4.3,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.326667,-66.578333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.326667,-66.578333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.326667,-66.578333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.326667,-66.578333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.326667,-66.578333,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.1055,-69.991167,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.1055,-69.991167,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,42.250667,-67.091667,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.73181,-86.15318,NA,PRESERVED_SPECIMEN,0.27
Petromyzon marinus,41.741362,-81.049367,NA,HUMAN_OBSERVATION,NA
Petromyzon marinus,55.289005,-6.261478,707.1,HUMAN_OBSERVATION,NA
Petromyzon marinus,55.289005,-6.261478,707.1,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.901192,12.522551,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.690254,12.873226,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,46.6806,0.82503,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.70532,1.4664,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.53533,2.93348,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,46.729664,-91.992761,1953,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.626825,-64.808972,184,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.663867,12.920702,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.465971,13.092173,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.543228,12.100352000000001,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.664484,12.9201,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.544718,12.10037,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.663832,12.919831,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.357388,13.203797,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.495687,12.170375,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.493095,12.1244,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.400756,13.076407,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.663867,12.920702,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.544323,12.100612,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.357537,13.198946,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.064904,12.661637,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.065094,12.661062,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.420854,13.022113,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.572031,12.976569,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.469906,13.024871,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.065368,12.660936,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.488861,12.240965,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.495687,12.170375,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.064664,12.662526,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,57.544901,12.099786,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.357657,13.200303,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,56.449392,13.074916,25,HUMAN_OBSERVATION,NA
Petromyzon marinus,47.52351,1.33869,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.89079,0.27627,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,44.49733,-0.83773,5000,HUMAN_OBSERVATION,NA
Petromyzon marinus,48.52853,-1.53966,5000,HUMAN_OBSERVATION,NA
Simenchelys parasitica,34.853819,138.357764,NA,HUMAN_OBSERVATION,392
Simenchelys parasitica,34.864647,138.3691,NA,HUMAN_OBSERVATION,439
Simenchelys parasitica,-45.5409,46.434333,NA,PRESERVED_SPECIMEN,1470
Simenchelys parasitica,39.276733,142.44835,NA,PRESERVED_SPECIMEN,1022
Simenchelys parasitica,39.285167,142.273933,NA,PRESERVED_SPECIMEN,613
Simenchelys parasitica,39.285167,142.273933,NA,PRESERVED_SPECIMEN,604
Simenchelys parasitica,39.049117,142.239833,NA,PRESERVED_SPECIMEN,630
Simenchelys parasitica,39.3567,142.35605,NA,PRESERVED_SPECIMEN,801
Simenchelys parasitica,39.379963,142.227185,NA,PRESERVED_SPECIMEN,398.6
Simenchelys parasitica,39.448025,142.309425,NA,PRESERVED_SPECIMEN,614
Simenchelys parasitica,-42.588333,176.408833,30,HUMAN_OBSERVATION,1208
Simenchelys parasitica,-42.717333000000004,177.419667,30,HUMAN_OBSERVATION,972
Simenchelys parasitica,-42.659833,177.766333,30,HUMAN_OBSERVATION,1191.5
Simenchelys parasitica,-42.02,169.845,30,HUMAN_OBSERVATION,972.5
BOLD AAC0424,-41.459,148.387,NA,MATERIAL_SAMPLE,NA
BOLD AAC0424,-44.2323,147.302,NA,MATERIAL_SAMPLE,NA
BOLD AAC0424,-44.2323,147.302,NA,MATERIAL_SAMPLE,NA
Simenchelys parasitica,-44.10983,146.20999,NA,PRESERVED_SPECIMEN,953
Simenchelys parasitica,-41.76599,148.64816,NA,PRESERVED_SPECIMEN,881
Simenchelys parasitica,-41.76599,148.64816,NA,PRESERVED_SPECIMEN,881
Simenchelys parasitica,-41.20866,148.79666,NA,PRESERVED_SPECIMEN,1211.5
Simenchelys parasitica,-44.23933,147.29299,NA,PRESERVED_SPECIMEN,1432.5
Simenchelys parasitica,-41.76599,148.64816,NA,PRESERVED_SPECIMEN,881
Simenchelys parasitica,-44.23933,147.29299,NA,PRESERVED_SPECIMEN,1432.5
Simenchelys parasitica,38.384755,142.27951,NA,PRESERVED_SPECIMEN,805
Simenchelys parasitica,38.398647,142.285858,NA,PRESERVED_SPECIMEN,805
Simenchelys parasitica,38.41499,142.292495,NA,PRESERVED_SPECIMEN,806
Simenchelys parasitica,-23.58699,154.194,NA,PRESERVED_SPECIMEN,1053
Simenchelys parasitica,-43.395833,173.903333,30,HUMAN_OBSERVATION,703.5
Simenchelys parasitica,-28.0544,154.083,NA,PRESERVED_SPECIMEN,1006
BOLD AAC0424,-23.617,154.195,NA,MATERIAL_SAMPLE,NA
Simenchelys parasitica,-28.0544,154.083,NA,MATERIAL_SAMPLE,1006
Simenchelys parasitica,34.982003,138.608183,NA,PRESERVED_SPECIMEN,979
Simenchelys parasitica,34.982003,138.608183,NA,PRESERVED_SPECIMEN,979
Simenchelys parasitica,42.845,-61.986667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.662167,-62.368333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.845,-61.986667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.845,-61.986667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.845,-61.986667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.845,-61.986667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.662167,-62.368333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.662167,-62.368333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.845,-61.986667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.845,-61.986667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.845,-61.986667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.845,-61.986667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,-42.7215,-179.212333,30,HUMAN_OBSERVATION,959
Simenchelys parasitica,-34.70549,132.53099,NA,PRESERVED_SPECIMEN,987
BOLD AAC0424,-34.6943,132.547,NA,MATERIAL_SAMPLE,NA
Simenchelys parasitica,-42.94,174.56,30,HUMAN_OBSERVATION,895.5
Simenchelys parasitica,-42.92,174.61,30,HUMAN_OBSERVATION,909.5
Simenchelys parasitica,-42.91,174.59,30,HUMAN_OBSERVATION,950.5
Simenchelys parasitica,35.0161,139.22215,NA,PRESERVED_SPECIMEN,860
Simenchelys parasitica,32.104817,139.869767,NA,UNKNOWN,1278
Simenchelys parasitica,-42.82,-177.28,30,HUMAN_OBSERVATION,862
Simenchelys parasitica,-44.73,173.59,30,HUMAN_OBSERVATION,917.5
Simenchelys parasitica,-46.877,70.9491,NA,PRESERVED_SPECIMEN,1550
Simenchelys parasitica,26.95,128.489167,NA,PRESERVED_SPECIMEN,690
Simenchelys parasitica,42.786167,-62.449667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.786167,-62.449667,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,-47.8448,73.7151,NA,PRESERVED_SPECIMEN,1842
Simenchelys parasitica,-42.78,-179.78,30,HUMAN_OBSERVATION,1005.5
Simenchelys parasitica,-42.77,-179.74,30,HUMAN_OBSERVATION,1009
Simenchelys parasitica,-42.79,-179.78,30,HUMAN_OBSERVATION,974.5
Simenchelys parasitica,-42.77,-179.85,30,HUMAN_OBSERVATION,1038.5
Simenchelys parasitica,-42.79,-179.89,30,HUMAN_OBSERVATION,988.5
Simenchelys parasitica,-42.77,-179.94,30,HUMAN_OBSERVATION,1057
Simenchelys parasitica,-42.81,179.66,30,HUMAN_OBSERVATION,1015
Simenchelys parasitica,-42.81,179.9,30,HUMAN_OBSERVATION,986
Simenchelys parasitica,-42.81,179.66,30,HUMAN_OBSERVATION,1001.5
Simenchelys parasitica,-42.83,179.67,30,HUMAN_OBSERVATION,959.5
Simenchelys parasitica,-42.8,179.79,30,HUMAN_OBSERVATION,1018.5
Simenchelys parasitica,-42.8,179.87,30,HUMAN_OBSERVATION,1001
Simenchelys parasitica,-42.81,-179.98,30,HUMAN_OBSERVATION,978.5
Simenchelys parasitica,-42.78,179.93,30,HUMAN_OBSERVATION,1045.5
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171083,NA,PRESERVED_SPECIMEN,489
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171083,NA,PRESERVED_SPECIMEN,489
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171083,NA,PRESERVED_SPECIMEN,489
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171083,NA,PRESERVED_SPECIMEN,489
Simenchelys parasitica,35.09285,139.171283,NA,PRESERVED_SPECIMEN,488
Simenchelys parasitica,35.09285,139.171083,NA,PRESERVED_SPECIMEN,489
Simenchelys parasitica,34.967367,138.596883,NA,PRESERVED_SPECIMEN,783
Simenchelys parasitica,34.967517,138.59976700000001,NA,PRESERVED_SPECIMEN,785
Simenchelys parasitica,34.967517,138.59976700000001,NA,PRESERVED_SPECIMEN,785
Simenchelys parasitica,42.943667,-61.634333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.943667,-61.634333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.943667,-61.634333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.943667,-61.634333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.943667,-61.634333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.943667,-61.634333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.943667,-61.634333,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,27.117222,128.468889,NA,PRESERVED_SPECIMEN,750
Simenchelys parasitica,27.117222,128.468889,NA,PRESERVED_SPECIMEN,750
Simenchelys parasitica,27.117222,128.468889,NA,PRESERVED_SPECIMEN,750
Simenchelys parasitica,27.117222,128.468889,NA,PRESERVED_SPECIMEN,750
Simenchelys parasitica,38.007,-29.392,50,UNKNOWN,NA
Simenchelys parasitica,38.007,-29.392,50,UNKNOWN,NA
Simenchelys parasitica,38.007,-29.392,50,UNKNOWN,NA
Simenchelys parasitica,13.606333,120.722,NA,PRESERVED_SPECIMEN,NA
Simenchelys parasitica,28.57135,140.6447,NA,PRESERVED_SPECIMEN,1381
Simenchelys parasitica,28.57135,140.6447,NA,PRESERVED_SPECIMEN,1381
Simenchelys parasitica,28.57135,140.6447,NA,PRESERVED_SPECIMEN,1381
Simenchelys parasitica,28.57135,140.6447,NA,PRESERVED_SPECIMEN,1381
Simenchelys parasitica,28.57135,140.6447,NA,PRESERVED_SPECIMEN,1381
Simenchelys parasitica,28.57135,140.6447,NA,PRESERVED_SPECIMEN,1381
Simenchelys parasitica,28.57135,140.6447,NA,PRESERVED_SPECIMEN,1381
Simenchelys parasitica,28.57135,140.6447,NA,PRESERVED_SPECIMEN,1381
Simenchelys parasitica,28.57135,140.6447,NA,PRESERVED_SPECIMEN,1381
Simenchelys parasitica,-42.84,-177.18,30,HUMAN_OBSERVATION,812
Simenchelys parasitica,-42.79,-177.17,30,HUMAN_OBSERVATION,932.5
Simenchelys parasitica,42.712667,-63.477167,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.616,-64.000667000000007,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.687833,-63.5465,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.712667,-63.477167,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.712667,-63.477167,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.712667,-63.477167,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.712667,-63.477167,NA,HUMAN_OBSERVATION,NA
Simenchelys parasitica,42.712667,-63.477167,NA,HUMAN_OBSERVATION,NA
